Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA50,SMA200
1999-01-22 00:00:00-05:00,0.04012247007074725,0.044779427094391526,0.03558473543791674,0.03761516138911247,2714688000,0.0,0.0,,
1999-01-25 00:00:00-05:00,0.04060027786934744,0.04203276430179699,0.03761516699836887,0.04155588150024414,510480000,0.0,0.0,,
1999-01-26 00:00:00-05:00,0.04203276193217376,0.04286914310732647,0.037734383863253326,0.03833140805363655,343200000,0.0,0.0,,
1999-01-27 00:00:00-05:00,0.038450621490560624,0.03940622492968817,0.036300976675787036,0.03821218013763428,244368000,0.0,0.0,,
1999-01-28 00:00:00-05:00,0.038212188710302325,0.03845063011672153,0.03785360929496057,0.038092050701379776,227520000,0.0,0.0,,
1999-01-29 00:00:00-05:00,0.03809204517657138,0.038212183168069305,0.03630097955465317,0.03630097955465317,244032000,0.0,0.0,,
1999-02-01 00:00:00-05:00,0.03630098748258945,0.037256587789791316,0.03630098748258945,0.037018146365880966,154704000,0.0,0.0,,
1999-02-02 00:00:00-05:00,0.03630098775172909,0.03725658806601589,0.03307743172691179,0.034152254462242126,264096000,0.0,0.0,,
1999-02-03 00:00:00-05:00,0.03367445567355775,0.03534629926200315,0.033435095236303024,0.034868497401475906,75120000,0.0,0.0,,
1999-02-04 00:00:00-05:00,0.03534629545847233,0.03773438549014966,0.0348684936493602,0.03677878528833389,181920000,0.0,0.0,,
1999-02-05 00:00:00-05:00,0.03737580058124118,0.0382121816692248,0.036421116117559806,0.037853602319955826,136848000,0.0,0.0,,
1999-02-08 00:00:00-05:00,0.03809204945936963,0.03821218746437502,0.03654034063220024,0.03654034063220024,154080000,0.0,0.0,,
1999-02-09 00:00:00-05:00,0.03725658749534333,0.03749503233377806,0.034629140199580376,0.03510694205760956,86976000,0.0,0.0,,
1999-02-10 00:00:00-05:00,0.035106937000486026,0.03606253716248218,0.034152249019518195,0.03474927321076393,148224000,0.0,0.0,,
